game,date,home_team,away_team,FTHG,FTAG,H,D,A,PSH,PSD,PSA,pPSH,pPSD,pPSA
2019-12-26 Crystal Palace-West Ham,2019-12-26 15:00:00,Crystal Palace,West Ham,2,1,1,0,0,2.39,3.44,3.11,0.40762530430267985,0.2808827650298844,0.31149193066789765
2019-12-26 Everton-Burnley,2019-12-26 15:00:00,Everton,Burnley,1,0,1,0,0,1.75,3.77,5.21,0.5602740970011791,0.2562492733436676,0.1834766296556304
2019-12-26 Leicester City-Liverpool,2019-12-26 20:00:00,Leicester City,Liverpool,0,4,0,0,1,3.39,3.81,2.12,0.2856123324091749,0.25333325584692623,0.4610544117434191
2019-12-26 Manchester Utd-Newcastle Utd,2019-12-26 17:30:00,Manchester Utd,Newcastle Utd,4,1,1,0,0,1.35,5.32,9.59,0.726528266930527,0.17818128242437148,0.0952904506446553
2019-12-26 Sheffield Utd-Watford,2019-12-26 15:00:00,Sheffield Utd,Watford,1,1,0,1,0,1.9,3.58,4.49,0.5155758419939303,0.2703138452859014,0.21411031271970554
2019-12-26 Tottenham-Brighton,2019-12-26 12:30:00,Tottenham,Brighton,2,1,1,0,0,1.56,4.48,6.0,0.6284599327749761,0.21381210336100434,0.15772796386357757
2019-12-27 Wolves-Manchester City,2019-12-27 19:45:00,Wolves,Manchester City,3,2,1,0,0,7.89,4.96,1.42,0.11766493131050629,0.19185600903107874,0.6904790596588737
2019-12-28 Brighton-Bournemouth,2019-12-28 12:30:00,Brighton,Bournemouth,2,0,1,0,0,1.79,3.98,4.5,0.5462474816552518,0.24127330220831641,0.2124792161369056
2019-12-28 Burnley-Manchester Utd,2019-12-28 19:45:00,Burnley,Manchester Utd,0,2,0,0,1,4.33,3.82,1.86,0.22167309395744358,0.25226713615031343,0.5260597698917657
2019-12-28 Newcastle Utd-Everton,2019-12-28 15:00:00,Newcastle Utd,Everton,1,2,0,0,1,3.64,3.42,2.16,0.2652081185600821,0.2827466325925747,0.4520452488478053
2019-12-28 Norwich City-Tottenham,2019-12-28 17:30:00,Norwich City,Tottenham,2,2,0,1,0,4.95,4.08,1.71,0.1925070791164045,0.23522843975084756,0.5722644811322959
2019-12-28 Southampton-Crystal Palace,2019-12-28 15:00:00,Southampton,Crystal Palace,1,1,0,1,0,2.0,3.67,3.93,0.48997276629355896,0.2639654912860571,0.24606174241990175
2019-12-28 Watford-Aston Villa,2019-12-28 15:00:00,Watford,Aston Villa,3,0,1,0,0,2.03,3.8,3.66,0.48187517711761546,0.25406624939094125,0.2640585734909791
2019-12-28 West Ham-Leicester City,2019-12-28 17:30:00,West Ham,Leicester City,1,2,0,0,1,4.18,3.87,1.88,0.2301455463943653,0.24916463298095862,0.520689820624219
2019-12-29 Arsenal-Chelsea,2019-12-29 14:00:00,Arsenal,Chelsea,1,2,0,0,1,2.88,3.73,2.41,0.33710537942241986,0.2585787000951093,0.4043159204819918
2019-12-29 Liverpool-Wolves,2019-12-29 16:30:00,Liverpool,Wolves,1,0,1,0,0,1.3,5.86,11.08,0.7560258301483364,0.16182071544679974,0.08215345440444531
2019-12-29 Manchester City-Sheffield Utd,2019-12-29 18:00:00,Manchester City,Sheffield Utd,2,0,1,0,0,1.19,7.95,15.61,0.8265823942584971,0.11723538199726904,0.056182223743823284
2020-01-01 Arsenal-Manchester Utd,2020-01-01 20:00:00,Arsenal,Manchester Utd,2,0,1,0,0,2.63,3.72,2.62,0.3697057755978647,0.2591481833736989,0.3711460410289025
2020-01-01 Brighton-Chelsea,2020-01-01 12:30:00,Brighton,Chelsea,1,1,0,1,0,3.8,3.63,2.04,0.25411525837603416,0.26634960210062186,0.47953513952287435
2020-01-01 Burnley-Aston Villa,2020-01-01 12:30:00,Burnley,Aston Villa,1,2,0,0,1,1.83,3.88,4.42,0.5347837470919935,0.24822928205129885,0.21698697085623964
2020-01-01 Manchester City-Everton,2020-01-01 17:30:00,Manchester City,Everton,2,1,1,0,0,1.28,6.15,11.04,0.766080589754923,0.1525836899002293,0.0813357203444429
2020-01-01 Newcastle Utd-Leicester City,2020-01-01 15:00:00,Newcastle Utd,Leicester City,0,3,0,0,1,5.4,3.97,1.68,0.17569467393548596,0.24183695858333965,0.5824683674816217
2020-01-01 Norwich City-Crystal Palace,2020-01-01 17:30:00,Norwich City,Crystal Palace,1,1,0,1,0,2.56,3.51,2.83,0.38065596822541503,0.275690345143872,0.3436536866311954
2020-01-01 Southampton-Tottenham,2020-01-01 15:00:00,Southampton,Tottenham,1,0,1,0,0,3.41,3.54,2.2,0.2835344428759074,0.2728472041484506,0.44361835297611224
2020-01-01 Watford-Wolves,2020-01-01 15:00:00,Watford,Wolves,2,1,1,0,0,3.25,3.46,2.31,0.29808143268827964,0.27954508496973024,0.4223734823424715
2020-01-01 West Ham-Bournemouth,2020-01-01 17:30:00,West Ham,Bournemouth,4,0,1,0,0,1.97,3.99,3.72,0.4974898395674461,0.24222214045503068,0.26028801997705747
2020-01-02 Liverpool-Sheffield Utd,2020-01-02 20:00:00,Liverpool,Sheffield Utd,2,0,1,0,0,1.23,6.41,14.97,0.7969495196222935,0.1455713982774343,0.05747908210067777
2020-01-10 Sheffield Utd-West Ham,2020-01-10 20:00:00,Sheffield Utd,West Ham,1,0,1,0,0,2.04,3.44,4.02,0.4792362600161758,0.2811953132434022,0.23956842673994985
2020-01-11 Chelsea-Burnley,2020-01-11 15:00:00,Chelsea,Burnley,3,0,1,0,0,1.3,5.68,11.52,0.7551731003711244,0.16660231638703174,0.07822458324140587
2020-01-11 Crystal Palace-Arsenal,2020-01-11 12:30:00,Crystal Palace,Arsenal,1,1,0,1,0,4.26,3.96,1.84,0.22532096325877116,0.24296452576627314,0.5317145109744948
2020-01-11 Everton-Brighton,2020-01-11 15:00:00,Everton,Brighton,1,0,1,0,0,1.94,3.59,4.25,0.5044466926001531,0.2692442436727948,0.2263090637275319
2020-01-11 Leicester City-Southampton,2020-01-11 15:00:00,Leicester City,Southampton,1,2,0,0,1,1.65,4.03,5.7,0.5942599684295146,0.23893901763243625,0.16680101393852162
2020-01-11 Manchester Utd-Norwich City,2020-01-11 15:00:00,Manchester Utd,Norwich City,4,0,1,0,0,1.36,5.19,9.1,0.7190550141807978,0.1814069416309865,0.09953804418780214
2020-01-11 Tottenham-Liverpool,2020-01-11 17:30:00,Tottenham,Liverpool,0,1,0,0,1,4.62,4.29,1.71,0.2060896759140133,0.2225911669498875,0.5713191571365432
2020-01-11 Wolves-Newcastle Utd,2020-01-11 15:00:00,Wolves,Newcastle Utd,1,1,0,1,0,1.47,4.41,8.09,0.6675151668827743,0.21738474883223877,0.11510008428542995
2020-01-12 Aston Villa-Manchester City,2020-01-12 16:30:00,Aston Villa,Manchester City,1,6,0,0,1,14.54,8.51,1.18,0.05991935320182347,0.10803639741710223,0.8320442493806627
2020-01-12 Bournemouth-Watford,2020-01-12 14:00:00,Bournemouth,Watford,0,3,0,0,1,2.67,3.37,2.78,0.36396768702661786,0.2867708375373856,0.34926147543553276
2020-01-18 Arsenal-Sheffield Utd,2020-01-18 15:00:00,Arsenal,Sheffield Utd,1,1,0,1,0,1.88,3.62,4.54,0.5211133447895073,0.2672298643713298,0.21165679083869346
2020-01-18 Brighton-Aston Villa,2020-01-18 15:00:00,Brighton,Aston Villa,1,1,0,1,0,1.65,4.43,4.99,0.5932528230167101,0.21593346473953343,0.19081371224421567
2020-01-18 Manchester City-Crystal Palace,2020-01-18 15:00:00,Manchester City,Crystal Palace,2,2,0,1,0,1.1,11.01,26.91,0.8916008289418587,0.08040699039062944,0.027992180667290555
2020-01-18 Newcastle Utd-Chelsea,2020-01-18 17:30:00,Newcastle Utd,Chelsea,1,0,1,0,0,6.11,4.72,1.52,0.15402860530202903,0.2017941973152783,0.6441771973822348
2020-01-18 Norwich City-Bournemouth,2020-01-18 15:00:00,Norwich City,Bournemouth,1,0,1,0,0,2.25,3.65,3.2,0.43336832019138843,0.2642017105236394,0.30242996928543975
2020-01-18 Southampton-Wolves,2020-01-18 15:00:00,Southampton,Wolves,2,3,0,0,1,2.44,3.4,3.07,0.3994509994435541,0.28458417300765626,0.3159648275483209
2020-01-18 Watford-Tottenham,2020-01-18 12:30:00,Watford,Tottenham,0,0,0,1,0,3.19,3.55,2.3,0.30371491597118416,0.27216420266392244,0.42412088136442755
2020-01-18 West Ham-Everton,2020-01-18 15:00:00,West Ham,Everton,1,1,0,1,0,3.01,3.53,2.41,0.3221589275193531,0.27359188503479465,0.4042491874463261
2020-01-19 Burnley-Leicester City,2020-01-19 14:00:00,Burnley,Leicester City,2,1,1,0,0,4.17,3.79,1.91,0.23142691267651638,0.25530458619358615,0.5132685011294154
2020-01-19 Liverpool-Manchester Utd,2020-01-19 16:30:00,Liverpool,Manchester Utd,2,0,1,0,0,1.37,5.3,8.86,0.7164450151684574,0.17934359306192602,0.10421139176919565
2020-01-21 Aston Villa-Watford,2020-01-21 19:30:00,Aston Villa,Watford,2,1,1,0,0,2.87,3.47,2.54,0.3382873252910263,0.27849544583273556,0.38321722887672055
2020-01-21 Bournemouth-Brighton,2020-01-21 19:30:00,Bournemouth,Brighton,3,1,1,0,0,3.0,3.39,2.49,0.32343108565065337,0.2853695666685253,0.3911993476803427
2020-01-21 Chelsea-Arsenal,2020-01-21 20:15:00,Chelsea,Arsenal,2,2,0,1,0,1.74,4.01,4.82,0.5623982541616889,0.23958386556432368,0.19801788027443631
2020-01-21 Crystal Palace-Southampton,2020-01-21 19:30:00,Crystal Palace,Southampton,0,2,0,0,1,2.73,3.29,2.77,0.35570439447848823,0.29383988268692923,0.3504557228341197
2020-01-21 Everton-Newcastle Utd,2020-01-21 19:30:00,Everton,Newcastle Utd,2,2,0,1,0,1.61,3.96,6.31,0.608217151100438,0.24251611021037242,0.14926673868963983
2020-01-21 Sheffield Utd-Manchester City,2020-01-21 19:30:00,Sheffield Utd,Manchester City,0,1,0,0,1,7.44,4.87,1.45,0.12614743848758717,0.19650875965792797,0.6773438018540284
2020-01-22 Leicester City-West Ham,2020-01-22 19:30:00,Leicester City,West Ham,4,1,1,0,0,1.53,4.62,6.19,0.6406540767106474,0.20689086146462746,0.15245506182427976
2020-01-22 Manchester Utd-Burnley,2020-01-22 20:15:00,Manchester Utd,Burnley,0,2,0,0,1,1.42,4.72,8.62,0.6906778838667713,0.20215876501207664,0.1071633511215653
2020-01-22 Tottenham-Norwich City,2020-01-22 19:30:00,Tottenham,Norwich City,2,1,1,0,0,1.43,5.02,7.59,0.6865637073951733,0.19016271249300679,0.12327358011225009
2020-01-23 Wolves-Liverpool,2020-01-23 20:00:00,Wolves,Liverpool,1,2,0,0,1,5.95,3.93,1.65,0.15979074720483502,0.2455323212048225,0.5946769315898723
2020-01-29 West Ham-Liverpool,2020-01-29 19:45:00,West Ham,Liverpool,0,2,0,0,1,8.92,5.87,1.34,0.10419689093921822,0.16196706436611166,0.7338360446942239
2020-02-01 Bournemouth-Aston Villa,2020-02-01 15:00:00,Bournemouth,Aston Villa,2,1,1,0,0,2.17,3.6,3.43,0.4499036776491095,0.2682166986531773,0.28187962369818736
2020-02-01 Crystal Palace-Sheffield Utd,2020-02-01 15:00:00,Crystal Palace,Sheffield Utd,0,1,0,0,1,3.13,3.1,2.58,0.3097745004258179,0.31284346151156717,0.37738203806309556
2020-02-01 Leicester City-Chelsea,2020-02-01 12:30:00,Leicester City,Chelsea,2,2,0,1,0,2.53,3.69,2.74,0.3844497244652499,0.2611609071393594,0.3543893683949301
2020-02-01 Liverpool-Southampton,2020-02-01 15:00:00,Liverpool,Southampton,4,0,1,0,0,1.29,6.04,11.28,0.7622600678716722,0.15698311624008016,0.08075681588782903
2020-02-01 Manchester Utd-Wolves,2020-02-01 17:30:00,Manchester Utd,Wolves,0,0,0,1,0,2.24,3.3,3.55,0.4352549607563853,0.2929591158621204,0.27178592338102436
2020-02-01 Newcastle Utd-Norwich City,2020-02-01 15:00:00,Newcastle Utd,Norwich City,0,0,0,1,0,2.27,3.45,3.33,0.42956519466866966,0.28003500417275734,0.2903998011590377
2020-02-01 Watford-Everton,2020-02-01 15:00:00,Watford,Everton,2,3,0,0,1,2.73,3.36,2.73,0.3560549989722673,0.2878900020559278,0.3560549989722673
2020-02-01 West Ham-Brighton,2020-02-01 15:00:00,West Ham,Brighton,3,3,0,1,0,2.56,3.44,2.86,0.3799399991749746,0.28078135405090987,0.3392786467736396
2020-02-02 Burnley-Arsenal,2020-02-02 14:00:00,Burnley,Arsenal,0,0,0,1,0,3.82,3.62,2.04,0.2529393556718734,0.26729916965586625,0.47976147467178953
2020-02-02 Tottenham-Manchester City,2020-02-02 16:30:00,Tottenham,Manchester City,2,0,1,0,0,5.7,4.48,1.58,0.16623946639655504,0.21361663295225564,0.6201439006516516
2020-02-08 Brighton-Watford,2020-02-08 17:30:00,Brighton,Watford,1,1,0,1,0,2.2,3.38,3.57,0.4435363453903061,0.28604438336280735,0.27041927124736326
2020-02-08 Everton-Crystal Palace,2020-02-08 12:30:00,Everton,Crystal Palace,3,1,1,0,0,1.64,3.82,6.27,0.5973776140989335,0.2520400405852319,0.1505823453153688
2020-02-09 Sheffield Utd-Bournemouth,2020-02-09 14:00:00,Sheffield Utd,Bournemouth,2,1,1,0,0,1.74,3.55,5.72,0.5625228834782982,0.27173875779078366,0.1657383587313747
2020-02-14 Wolves-Leicester City,2020-02-14 20:00:00,Wolves,Leicester City,0,0,0,1,0,2.57,3.32,2.93,0.378215290568933,0.29100425362988325,0.33078045580166476
2020-02-15 Norwich City-Liverpool,2020-02-15 17:30:00,Norwich City,Liverpool,0,1,0,0,1,10.45,6.12,1.29,0.08643458962322842,0.15342592205809444,0.7601394883182668
2020-02-15 Southampton-Burnley,2020-02-15 12:30:00,Southampton,Burnley,1,2,0,0,1,1.83,3.7,4.68,0.5347949006002333,0.26067974431147284,0.20452535508783526
2020-02-16 Arsenal-Newcastle Utd,2020-02-16 16:30:00,Arsenal,Newcastle Utd,4,0,1,0,0,1.45,4.57,8.0,0.6756533735778415,0.20864837228223845,0.11569825413946479
2020-02-16 Aston Villa-Tottenham,2020-02-16 14:00:00,Aston Villa,Tottenham,2,3,0,0,1,4.11,3.8,1.92,0.23487935726092213,0.2545905410930857,0.5105301016455225
2020-02-17 Chelsea-Manchester Utd,2020-02-17 20:00:00,Chelsea,Manchester Utd,0,2,0,0,1,1.86,3.7,4.53,0.5267048493452153,0.2612262845938616,0.21206886606139258
2020-02-19 Manchester City-West Ham,2020-02-19 19:30:00,Manchester City,West Ham,2,0,1,0,0,1.13,9.52,19.01,0.8651557045553192,0.09307978960729048,0.041764505837101604
2020-02-22 Burnley-Bournemouth,2020-02-22 15:00:00,Burnley,Bournemouth,3,0,1,0,0,2.16,3.32,3.76,0.4520309203360837,0.2914745336959194,0.2564945459675181
2020-02-22 Chelsea-Tottenham,2020-02-22 12:30:00,Chelsea,Tottenham,2,1,1,0,0,1.75,3.99,4.8,0.5595912472328216,0.24118528935296119,0.19922346341468414
2020-02-22 Crystal Palace-Newcastle Utd,2020-02-22 15:00:00,Crystal Palace,Newcastle Utd,1,0,1,0,0,2.02,3.33,4.32,0.4850916888605234,0.29162994327617453,0.22327836786377098
2020-02-22 Leicester City-Manchester City,2020-02-22 17:30:00,Leicester City,Manchester City,0,1,0,0,1,4.62,4.28,1.72,0.20694475908263238,0.2239992811345676,0.5690559597832563
2020-02-22 Sheffield Utd-Brighton,2020-02-22 15:00:00,Sheffield Utd,Brighton,1,1,0,1,0,1.97,3.38,4.47,0.4974414786309269,0.2871026727366682,0.21545584863287226
2020-02-22 Southampton-Aston Villa,2020-02-22 15:00:00,Southampton,Aston Villa,2,0,1,0,0,1.65,4.34,5.19,0.5944525514284964,0.22149871591458817,0.18404873265737542
2020-02-23 Arsenal-Everton,2020-02-23 16:30:00,Arsenal,Everton,3,2,1,0,0,2.08,3.63,3.65,0.4696693857438851,0.2659142922618454,0.2644163219947496
2020-02-23 Manchester Utd-Watford,2020-02-23 14:00:00,Manchester Utd,Watford,3,0,1,0,0,1.61,4.02,6.2,0.6085987841001773,0.23907453961646494,0.15232667628380667
2020-02-23 Wolves-Norwich City,2020-02-23 14:00:00,Wolves,Norwich City,3,0,1,0,0,1.52,4.32,7.0,0.6446589148509144,0.22159828816591326,0.13374279698273323
2020-02-24 Liverpool-West Ham,2020-02-24 20:00:00,Liverpool,West Ham,3,2,1,0,0,1.16,8.19,17.1,0.8424821691263251,0.1099752030154362,0.04754262785859204
2020-02-28 Norwich City-Leicester City,2020-02-28 20:00:00,Norwich City,Leicester City,1,0,1,0,0,4.75,4.04,1.75,0.20167003102298192,0.23838746468514435,0.5599425042914206
2020-02-29 Bournemouth-Chelsea,2020-02-29 15:00:00,Bournemouth,Chelsea,2,2,0,1,0,4.67,3.87,1.79,0.204739834720239,0.24865006928709377,0.5466100959922006
2020-02-29 Brighton-Crystal Palace,2020-02-29 12:30:00,Brighton,Crystal Palace,0,1,0,0,1,2.09,3.3,4.03,0.46759874636624843,0.29344092106796105,0.2389603325653129
2020-02-29 Newcastle Utd-Burnley,2020-02-29 15:00:00,Newcastle Utd,Burnley,0,0,0,1,0,2.7,3.14,2.92,0.35972813822416805,0.30823215819553695,0.33203970357983337
2020-02-29 Watford-Liverpool,2020-02-29 17:30:00,Watford,Liverpool,3,0,1,0,0,7.52,4.92,1.44,0.12437478820191997,0.19405620541973084,0.6815690063787901
2020-02-29 West Ham-Southampton,2020-02-29 15:00:00,West Ham,Southampton,3,1,1,0,0,2.77,3.61,2.55,0.35081859752948935,0.267448590294044,0.3817328121769493
2020-03-01 Everton-Manchester Utd,2020-03-01 14:00:00,Everton,Manchester Utd,1,1,0,1,0,2.56,3.42,2.88,0.38018937527137237,0.28269981329680194,0.3371108114313427
2020-03-01 Tottenham-Wolves,2020-03-01 14:00:00,Tottenham,Wolves,2,3,0,0,1,2.47,3.19,3.21,0.39444836214391016,0.3037451060192428,0.3018065318363696
2020-03-07 Arsenal-West Ham,2020-03-07 15:00:00,Arsenal,West Ham,1,0,1,0,0,1.57,4.41,5.95,0.6240619275905973,0.21706703938600144,0.1588710330238428
2020-03-07 Burnley-Tottenham,2020-03-07 17:30:00,Burnley,Tottenham,1,1,0,1,0,2.74,3.38,2.71,0.3548607286800577,0.2862681294887819,0.35887114183162344
2020-03-07 Crystal Palace-Watford,2020-03-07 15:00:00,Crystal Palace,Watford,1,0,1,0,0,2.62,3.21,2.96,0.37103925763819545,0.30142642040211337,0.32753432196016835
2020-03-07 Liverpool-Bournemouth,2020-03-07 12:30:00,Liverpool,Bournemouth,2,1,1,0,0,1.25,6.44,12.49,0.7842691541436854,0.14503631371458675,0.07069453214131365
2020-03-07 Sheffield Utd-Norwich City,2020-03-07 15:00:00,Sheffield Utd,Norwich City,1,0,1,0,0,1.66,3.87,5.87,0.5900332756189449,0.24864491498815997,0.161321809392429
2020-03-07 Southampton-Newcastle Utd,2020-03-07 15:00:00,Southampton,Newcastle Utd,0,1,0,0,1,1.7,3.88,5.39,0.5758392714746209,0.24788655503443158,0.17627417349049948
