key,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,AvgH,AvgD,AvgA,pAvgH,pAvgD,pAvgA,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
2019-10-27 Crystal Palace-Arsenal,Arsenal,Crystal Palace,2019-10-27,16:30:00,Matchweek 10,Sun,Away,D,2,2,0,0,6.49,4.63,1.49,0.14440358789786736,0.20559916698659747,0.6499972451159705,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.44999999999999996,0.15000000000000002,-0.425,-0.45,-0.25,-0.45000000000000007,0.2,0.4,-0.5,-0.29999999999999993,-0.15000000000000002,0.35,0.5,0.5499999999999999,0.35,0.04999999999999999,-0.35000000000000003
2020-01-11 Crystal Palace-Arsenal,Arsenal,Crystal Palace,2020-01-11,12:30:00,Matchweek 22,Sat,Home,D,1,1,0,1,4.19,3.87,1.83,0.22532096325877116,0.24296452576627314,0.5317145109744948,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.44999999999999996,0.15000000000000002,-0.425,-0.45,-0.25,-0.45000000000000007,0.2,0.4,-0.5,-0.29999999999999993,-0.15000000000000002,0.35,0.5,0.5499999999999999,0.35,0.04999999999999999,-0.35000000000000003
2019-12-21 Everton-Arsenal,Arsenal,Everton,2019-12-21,12:30:00,Matchweek 18,Sat,Home,D,0,0,0,1,2.33,3.75,2.9,0.4164996335064466,0.25355670589287915,0.32994366060114216,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.15000000000000002,0.25,-0.29999999999999993,-0.20000000000000007,0.15000000000000002,-0.20000000000000007,0.35,0.5,0.15000000000000002,0.050000000000000044,-0.4,0.29999999999999993,-0.15000000000000002,0.6,0.04999999999999993,0.2,-0.15000000000000002
2020-02-23 Everton-Arsenal,Arsenal,Everton,2020-02-23,16:30:00,Matchweek 27,Sun,Away,L,2,3,0,0,3.63,3.6,2.04,0.2644163219947496,0.2659142922618454,0.4696693857438851,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.15000000000000002,0.25,-0.29999999999999993,-0.20000000000000007,0.15000000000000002,-0.20000000000000007,0.35,0.5,0.15000000000000002,0.050000000000000044,-0.4,0.29999999999999993,-0.15000000000000002,0.6,0.04999999999999993,0.2,-0.15000000000000002
2019-11-09 Leicester City-Arsenal,Arsenal,Leicester City,2019-11-09,17:30:00,Matchweek 12,Sat,Home,W,2,0,1,1,1.99,3.78,3.62,0.4958341731882846,0.24805929806973018,0.25610652874246626,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,0.30000000000000004,-0.19999999999999996,-0.65,0.09999999999999998,-0.15000000000000002,0.04999999999999999,0.2,-0.050000000000000044,0.20000000000000007,-0.19999999999999996,0.1499999999999999,0.29999999999999993,0.8999999999999999,-0.09999999999999998,0.10000000000000003,-0.20000000000000007
2020-07-07 Leicester City-Arsenal,Arsenal,Leicester City,2020-07-07,20:15:00,Matchweek 34,Tue,Away,D,1,1,0,0,3.03,3.43,2.38,0.3169629483481225,0.2819739676173062,0.4010630840341041,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,0.30000000000000004,-0.19999999999999996,-0.65,0.09999999999999998,-0.15000000000000002,0.04999999999999999,0.2,-0.050000000000000044,0.20000000000000007,-0.19999999999999996,0.1499999999999999,0.29999999999999993,0.8999999999999999,-0.09999999999999998,0.10000000000000003,-0.20000000000000007
2019-08-24 Liverpool-Arsenal,Arsenal,Liverpool,2019-08-24,17:30:00,Matchweek 3,Sat,Home,W,3,1,1,1,1.5,4.76,6.09,0.6627936291071147,0.19153100937503145,0.14567536151739519,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.09999999999999998,0.44999999999999996,0.09999999999999998,0.09999999999999998,0.4,0.09999999999999998,-0.1,-0.1,0.19999999999999996,0.10000000000000009,0.15000000000000002,-0.35000000000000003,-0.2,0.09999999999999999,0.25,-0.19999999999999998,0.1499999999999999
2020-07-15 Liverpool-Arsenal,Arsenal,Liverpool,2020-07-15,20:15:00,Matchweek 36,Wed,Away,L,1,2,0,0,1.89,3.89,3.89,0.5151637768230606,0.2421040421698726,0.2427321810065923,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.09999999999999998,0.44999999999999996,0.09999999999999998,0.09999999999999998,0.4,0.09999999999999998,-0.1,-0.1,0.19999999999999996,0.10000000000000009,0.15000000000000002,-0.35000000000000003,-0.2,0.09999999999999999,0.25,-0.19999999999999998,0.1499999999999999
2019-12-15 Manchester City-Arsenal,Arsenal,Manchester City,2019-12-15,16:30:00,Matchweek 17,Sun,Away,W,3,0,1,0,1.45,5.33,6.03,0.6632597401448161,0.1730344518225874,0.16370580803212814,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.04999999999999993,0.5,0.15000000000000002,-0.050000000000000044,0.5,0.19999999999999996,-0.2,-0.2,0.25,-0.04999999999999993,0.19999999999999996,-0.20000000000000007,0.5499999999999999,0.25,-0.30000000000000004,-0.25,-0.050000000000000044
2020-06-17 Manchester City-Arsenal,Arsenal,Manchester City,2020-06-17,20:15:00,Matchweek 28,Wed,Home,W,3,0,1,1,1.35,5.5,8.11,0.7195009776175028,0.16985872410753325,0.11064029827540435,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.04999999999999993,0.5,0.15000000000000002,-0.050000000000000044,0.5,0.19999999999999996,-0.2,-0.2,0.25,-0.04999999999999993,0.19999999999999996,-0.20000000000000007,0.5499999999999999,0.25,-0.30000000000000004,-0.25,-0.050000000000000044
2019-09-30 Manchester Utd-Arsenal,Arsenal,Manchester Utd,2019-09-30,20:00:00,Matchweek 7,Mon,Home,D,1,1,0,1,2.36,3.53,2.99,0.4058464881891587,0.272668685368362,0.3214848264419972,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.29999999999999993,0.09999999999999998,0.050000000000000044,-0.09999999999999998,0.35,-0.050000000000000044,0.30000000000000004,0.04999999999999999,-0.09999999999999998,0.30000000000000004,-0.050000000000000044,-0.10000000000000003,0.15000000000000002,0.15000000000000002,0.09999999999999998,-0.04999999999999999,-0.25
2020-01-01 Manchester Utd-Arsenal,Arsenal,Manchester Utd,2020-01-01,20:00:00,Matchweek 21,Wed,Away,L,0,2,0,0,2.61,3.64,2.58,0.3711460410289025,0.2591481833736989,0.3697057755978647,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.29999999999999993,0.09999999999999998,0.050000000000000044,-0.09999999999999998,0.35,-0.050000000000000044,0.30000000000000004,0.04999999999999999,-0.09999999999999998,0.30000000000000004,-0.050000000000000044,-0.10000000000000003,0.15000000000000002,0.15000000000000002,0.09999999999999998,-0.04999999999999999,-0.25
2019-08-11 Newcastle Utd-Arsenal,Arsenal,Newcastle Utd,2019-08-11,14:00:00,Matchweek 1,Sun,Home,L,0,1,0,1,4.49,3.82,1.79,0.21068897837800948,0.24656799556074835,0.5427430260617202,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.5,0.050000000000000044,-0.7,-0.35,-0.4,-0.65,0.6,0.65,-0.6,-0.09999999999999998,-0.6,-0.5,0.09999999999999998,0.95,-0.5,0.25000000000000006,-0.65
2020-02-16 Newcastle Utd-Arsenal,Arsenal,Newcastle Utd,2020-02-16,16:30:00,Matchweek 26,Sun,Away,L,0,4,0,0,7.72,4.6,1.43,0.11569825413946479,0.20864837228223845,0.6756533735778415,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.5,0.050000000000000044,-0.7,-0.35,-0.4,-0.65,0.6,0.65,-0.6,-0.09999999999999998,-0.6,-0.5,0.09999999999999998,0.95,-0.5,0.25000000000000006,-0.65
2019-12-01 Norwich City-Arsenal,Arsenal,Norwich City,2019-12-01,14:00:00,Matchweek 14,Sun,Home,D,2,2,0,1,4.14,4.22,1.77,0.22593175470928833,0.2227090089740251,0.5513592363171508,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,-0.4,-0.7,-0.8,-0.45,-0.20000000000000007,0.04999999999999999,0.25,-0.35,-0.1499999999999999,0.050000000000000044,-0.5,0.5,0.0,-0.35000000000000003,0.39999999999999997,-0.75
2020-07-01 Norwich City-Arsenal,Arsenal,Norwich City,2020-07-01,18:00:00,Matchweek 32,Wed,Away,L,0,4,0,0,7.23,4.69,1.44,0.12748663930025753,0.19840276692265002,0.6741105937775401,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,-0.4,-0.7,-0.8,-0.45,-0.20000000000000007,0.04999999999999999,0.25,-0.35,-0.1499999999999999,0.050000000000000044,-0.5,0.5,0.0,-0.35000000000000003,0.39999999999999997,-0.75
2019-10-21 Sheffield Utd-Arsenal,Arsenal,Sheffield Utd,2019-10-21,20:00:00,Matchweek 9,Mon,Home,W,1,0,1,1,3.88,3.79,1.93,0.24510707953161934,0.2536267188787285,0.5012662015901203,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.09999999999999998,-0.6499999999999999,-0.65,0.35,-0.4,0.7,0.35,-0.55,-0.6499999999999999,-0.6,0.44999999999999996,-0.35000000000000003,0.95,-0.2,-0.19999999999999998,0.0
2020-01-18 Sheffield Utd-Arsenal,Arsenal,Sheffield Utd,2020-01-18,15:00:00,Matchweek 23,Sat,Away,D,1,1,0,0,4.46,3.61,1.85,0.21165679083869346,0.2672298643713298,0.5211133447895073,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.09999999999999998,-0.6499999999999999,-0.65,0.35,-0.4,0.7,0.35,-0.55,-0.6499999999999999,-0.6,0.44999999999999996,-0.35000000000000003,0.95,-0.2,-0.19999999999999998,0.0
2019-11-23 Southampton-Arsenal,Arsenal,Southampton,2019-11-23,15:00:00,Matchweek 13,Sat,Away,D,2,2,0,0,6.55,4.75,1.47,0.13759970653212675,0.20318015042764834,0.6592201430406898,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.7,-0.04999999999999999,-0.5,-0.6000000000000001,0.25,-0.55,0.4,0.35,-0.19999999999999996,-0.24999999999999994,-0.3,0.3999999999999999,-0.10000000000000003,0.75,-0.2,0.3,-0.55
2020-06-25 Southampton-Arsenal,Arsenal,Southampton,2020-06-25,18:00:00,Matchweek 31,Thu,Home,L,0,2,0,1,2.64,3.47,2.65,0.3616818014694024,0.27387209590389633,0.3644461026262336,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.7,-0.04999999999999999,-0.5,-0.6000000000000001,0.25,-0.55,0.4,0.35,-0.19999999999999996,-0.24999999999999994,-0.3,0.3999999999999999,-0.10000000000000003,0.75,-0.2,0.3,-0.55
2019-09-01 Tottenham-Arsenal,Arsenal,Tottenham,2019-09-01,16:30:00,Matchweek 4,Sun,Away,D,2,2,0,0,2.9,3.63,2.38,0.3247268973386882,0.26426892404858743,0.41100417861319655,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.19999999999999996,-0.09999999999999998,0.04999999999999993,0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.04999999999999999,0.09999999999999998,0.15000000000000002,0.050000000000000044,-0.45000000000000007,0.25,0.05,0.29999999999999993,-0.09999999999999998,-0.10000000000000009
2020-07-12 Tottenham-Arsenal,Arsenal,Tottenham,2020-07-12,16:30:00,Matchweek 35,Sun,Home,W,2,1,1,1,2.6,3.48,2.68,0.3629855697867764,0.2754057791353174,0.36160865107837475,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.19999999999999996,-0.09999999999999998,0.04999999999999993,0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.04999999999999999,0.09999999999999998,0.15000000000000002,0.050000000000000044,-0.45000000000000007,0.25,0.05,0.29999999999999993,-0.09999999999999998,-0.10000000000000009
2019-09-15 Watford-Arsenal,Arsenal,Watford,2019-09-15,16:30:00,Matchweek 5,Sun,Home,D,2,2,0,1,3.64,3.74,2.01,0.26498649034245597,0.25918054387059924,0.4758329657864727,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.25,-0.2,-0.35,-0.25,0.050000000000000044,-0.5,0.55,0.25,-0.25,-0.19999999999999996,-0.35,0.09999999999999998,-0.050000000000000044,0.3,-0.55,0.55,-0.5
2020-07-26 Watford-Arsenal,Arsenal,Watford,2020-07-26,16:00:00,Matchweek 38,Sun,Away,L,2,3,0,0,3.72,3.89,1.93,0.2545909615444984,0.23838598245772818,0.5070230559973128,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.25,-0.2,-0.35,-0.25,0.050000000000000044,-0.5,0.55,0.25,-0.25,-0.19999999999999996,-0.35,0.09999999999999998,-0.050000000000000044,0.3,-0.55,0.55,-0.5
2019-12-09 West Ham-Arsenal,Arsenal,West Ham,2019-12-09,20:00:00,Matchweek 16,Mon,Home,L,1,3,0,1,3.43,4.02,1.98,0.27783036481396906,0.23627919072216816,0.4858904444633821,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.050000000000000044,-0.35,-0.425,-0.15000000000000002,0.30000000000000004,-0.30000000000000004,0.25,0.30000000000000004,-0.3,-0.44999999999999996,-0.25,0.25,0.4,0.6499999999999999,-0.35000000000000003,0.7,0.04999999999999993
2020-03-07 West Ham-Arsenal,Arsenal,West Ham,2020-03-07,15:00:00,Matchweek 29,Sat,Away,L,0,1,0,0,5.78,4.37,1.56,0.1588710330238428,0.21706703938600144,0.6240619275905973,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.050000000000000044,-0.35,-0.425,-0.15000000000000002,0.30000000000000004,-0.30000000000000004,0.25,0.30000000000000004,-0.3,-0.44999999999999996,-0.25,0.25,0.4,0.6499999999999999,-0.35000000000000003,0.7,0.04999999999999993
