key,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
2022-08-27 Chelsea-Leicester City,Leicester City,Chelsea,2022-08-27,15:00:00,Matchweek 4,Sat,Home,W,2,1,1,1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.04999999999999993,0.7,0.25,-0.050000000000000044,0.55,0.20000000000000007,-0.39999999999999997,-0.35,0.25,-0.09999999999999998,0.1499999999999999,0.24999999999999997,-0.04999999999999999,0.05,0.49999999999999994,-0.30000000000000004,0.29999999999999993
2023-03-11 Chelsea-Leicester City,Leicester City,Chelsea,2023-03-11,15:00:00,Matchweek 27,Sat,Away,W,3,1,1,0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.04999999999999993,0.7,0.25,-0.050000000000000044,0.55,0.20000000000000007,-0.39999999999999997,-0.35,0.25,-0.09999999999999998,0.1499999999999999,0.24999999999999997,-0.04999999999999999,0.05,0.49999999999999994,-0.30000000000000004,0.29999999999999993
2022-10-15 Crystal Palace-Leicester City,Leicester City,Crystal Palace,2022-10-15,12:30:00,Matchweek 11,Sat,Away,D,0,0,0,0,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.35,0.55,-0.050000000000000044,-0.30000000000000004,-0.19999999999999998,-0.09999999999999998,0.09999999999999998,0.14999999999999997,0.04999999999999993,-0.35,-0.30000000000000004,-0.05,0.14999999999999997,0.5,0.75,-0.20000000000000007,0.09999999999999998
2023-04-01 Crystal Palace-Leicester City,Leicester City,Crystal Palace,2023-04-01,15:00:00,Matchweek 29,Sat,Home,W,2,1,1,1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.35,0.55,-0.050000000000000044,-0.30000000000000004,-0.19999999999999998,-0.09999999999999998,0.09999999999999998,0.14999999999999997,0.04999999999999993,-0.35,-0.30000000000000004,-0.05,0.14999999999999997,0.5,0.75,-0.20000000000000007,0.09999999999999998
2022-11-05 Everton-Leicester City,Leicester City,Everton,2022-11-05,17:30:00,Matchweek 15,Sat,Home,L,0,2,0,1,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.44999999999999996,0.2,-0.35000000000000003,-0.44999999999999996,0.20000000000000007,-0.5499999999999999,0.20000000000000007,0.39999999999999997,-0.5,-0.75,-0.6000000000000001,0.9,0.04999999999999999,0.8999999999999999,0.35000000000000003,0.04999999999999993,-0.4
2023-05-01 Everton-Leicester City,Leicester City,Everton,2023-05-01,20:00:00,Matchweek 34,Mon,Away,D,2,2,0,0,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.44999999999999996,0.2,-0.35000000000000003,-0.44999999999999996,0.20000000000000007,-0.5499999999999999,0.20000000000000007,0.39999999999999997,-0.5,-0.75,-0.6000000000000001,0.9,0.04999999999999999,0.8999999999999999,0.35000000000000003,0.04999999999999993,-0.4
2023-01-03 Fulham-Leicester City,Leicester City,Fulham,2023-01-03,19:45:00,Matchweek 19,Tue,Away,W,1,0,1,0,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.25,0.0,-0.30000000000000004,-0.15000000000000002,0.25,-0.1499999999999999,-0.3,0.14999999999999997,-0.09999999999999998,-0.65,-0.6000000000000001,0.5,0.35000000000000003,0.5499999999999999,0.75,-0.050000000000000044,-0.050000000000000044
2023-05-08 Fulham-Leicester City,Leicester City,Fulham,2023-05-08,15:00:00,Matchweek 35,Mon,Home,W,5,3,1,1,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.25,0.0,-0.30000000000000004,-0.15000000000000002,0.25,-0.1499999999999999,-0.3,0.14999999999999997,-0.09999999999999998,-0.65,-0.6000000000000001,0.5,0.35000000000000003,0.5499999999999999,0.75,-0.050000000000000044,-0.050000000000000044
2022-10-20 Leeds United-Leicester City,Leicester City,Leeds United,2022-10-20,20:15:00,Matchweek 12,Thu,Away,L,0,2,0,0,0.1,0.1,0.4,0.35,0.2,0.5,0.45,0.55,0.85,0.65,0.4,0.9,0.35,0.4,0.85,1.0,0.4,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.6,-0.15,-0.25,-0.65,-0.14999999999999997,-0.19999999999999996,-0.14999999999999997,0.10000000000000003,0.19999999999999996,-0.25,-0.4,0.8,-0.10000000000000003,0.35000000000000003,0.6499999999999999,0.09999999999999998,-0.25
2023-04-25 Leeds United-Leicester City,Leicester City,Leeds United,2023-04-25,20:00:00,Matchweek 33,Tue,Home,D,1,1,0,1,0.1,0.1,0.4,0.35,0.2,0.5,0.45,0.55,0.85,0.65,0.4,0.9,0.35,0.4,0.85,1.0,0.4,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.6,-0.15,-0.25,-0.65,-0.14999999999999997,-0.19999999999999996,-0.14999999999999997,0.10000000000000003,0.19999999999999996,-0.25,-0.4,0.8,-0.10000000000000003,0.35000000000000003,0.6499999999999999,0.09999999999999998,-0.25
2022-12-30 Liverpool-Leicester City,Leicester City,Liverpool,2022-12-30,20:00:00,Matchweek 18,Fri,Home,W,2,1,1,1,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.25,0.65,0.32499999999999996,-0.25,0.6,0.25,-0.25,-0.30000000000000004,0.35,0.04999999999999993,-0.050000000000000044,0.75,-0.35,0.3,-0.05000000000000002,-0.5,0.35
2023-05-15 Liverpool-Leicester City,Leicester City,Liverpool,2023-05-15,20:00:00,Matchweek 36,Mon,Away,W,3,0,1,0,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.25,0.65,0.32499999999999996,-0.25,0.6,0.25,-0.25,-0.30000000000000004,0.35,0.04999999999999993,-0.050000000000000044,0.75,-0.35,0.3,-0.05000000000000002,-0.5,0.35
2022-10-29 Manchester City-Leicester City,Leicester City,Manchester City,2022-10-29,12:30:00,Matchweek 14,Sat,Away,W,1,0,1,0,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.20000000000000007,0.75,0.32499999999999996,-0.09999999999999998,0.65,0.30000000000000004,-0.5499999999999999,-0.4,0.29999999999999993,-0.45,0.19999999999999996,0.4,0.10000000000000003,0.25,0.39999999999999997,-0.85,0.25
2023-04-15 Manchester City-Leicester City,Leicester City,Manchester City,2023-04-15,17:30:00,Matchweek 31,Sat,Home,W,3,1,1,1,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.20000000000000007,0.75,0.32499999999999996,-0.09999999999999998,0.65,0.30000000000000004,-0.5499999999999999,-0.4,0.29999999999999993,-0.45,0.19999999999999996,0.4,0.10000000000000003,0.25,0.39999999999999997,-0.85,0.25
2022-09-01 Manchester Utd-Leicester City,Leicester City,Manchester Utd,2022-09-01,20:00:00,Matchweek 5,Thu,Away,W,1,0,1,0,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.050000000000000044,0.30000000000000004,0.09999999999999998,-0.525,0.4,0.050000000000000044,-0.44999999999999996,-0.10000000000000003,-0.30000000000000004,-0.20000000000000007,0.04999999999999993,0.30000000000000004,0.2,0.45,0.14999999999999997,-0.8,0.19999999999999996
2023-02-19 Manchester Utd-Leicester City,Leicester City,Manchester Utd,2023-02-19,14:00:00,Matchweek 24,Sun,Home,W,3,0,1,1,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.050000000000000044,0.30000000000000004,0.09999999999999998,-0.525,0.4,0.050000000000000044,-0.44999999999999996,-0.10000000000000003,-0.30000000000000004,-0.20000000000000007,0.04999999999999993,0.30000000000000004,0.2,0.45,0.14999999999999997,-0.8,0.19999999999999996
2022-12-26 Newcastle Utd-Leicester City,Leicester City,Newcastle Utd,2022-12-26,15:00:00,Matchweek 17,Mon,Away,W,3,0,1,0,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.49999999999999994,0.07500000000000001,-0.5,-0.35,0.050000000000000044,-0.6499999999999999,0.30000000000000004,0.55,-0.45,-0.4,-0.65,0.19999999999999998,0.55,0.7999999999999999,0.6000000000000001,-0.25,-0.45
2023-05-22 Newcastle Utd-Leicester City,Leicester City,Newcastle Utd,2023-05-22,20:00:00,Matchweek 37,Mon,Home,D,0,0,0,1,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.49999999999999994,0.07500000000000001,-0.5,-0.35,0.050000000000000044,-0.6499999999999999,0.30000000000000004,0.55,-0.45,-0.4,-0.65,0.19999999999999998,0.55,0.7999999999999999,0.6000000000000001,-0.25,-0.45
2022-10-03 Nott'ham Forest-Leicester City,Leicester City,Nott'ham Forest,2022-10-03,20:00:00,Matchweek 9,Mon,Away,L,0,4,0,0,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.39999999999999997,-0.1,-0.42500000000000004,-0.6,-0.3,-0.6499999999999999,0.25,0.55,-0.5,-0.7,-0.75,0.15,0.45,0.5,0.55,-0.7,-0.45
2023-01-14 Nott'ham Forest-Leicester City,Leicester City,Nott'ham Forest,2023-01-14,15:00:00,Matchweek 20,Sat,Home,W,2,0,1,1,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.39999999999999997,-0.1,-0.42500000000000004,-0.6,-0.3,-0.6499999999999999,0.25,0.55,-0.5,-0.7,-0.75,0.15,0.45,0.5,0.55,-0.7,-0.45
2023-03-04 Southampton-Leicester City,Leicester City,Southampton,2023-03-04,17:30:00,Matchweek 26,Sat,Home,W,1,0,1,1,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.39999999999999997,-0.04999999999999999,-0.2,-0.75,0.45000000000000007,-0.29999999999999993,0.050000000000000044,0.2,0.09999999999999998,-0.5,-0.15000000000000002,0.85,0.45,0.6,0.09999999999999998,-0.09999999999999998,-0.050000000000000044
2022-09-17 Tottenham-Leicester City,Leicester City,Tottenham,2022-09-17,17:30:00,Matchweek 8,Sat,Home,W,6,2,1,1,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.09999999999999998,0.6,0.19999999999999996,-0.4,0.15000000000000002,0.10000000000000009,-0.5,-0.25,-0.25,0.09999999999999998,0.09999999999999998,0.15,0.35000000000000003,0.4,0.3,-0.6000000000000001,-0.2
2023-02-11 Tottenham-Leicester City,Leicester City,Tottenham,2023-02-11,15:00:00,Matchweek 23,Sat,Away,L,1,4,0,0,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.09999999999999998,0.6,0.19999999999999996,-0.4,0.15000000000000002,0.10000000000000009,-0.5,-0.25,-0.25,0.09999999999999998,0.09999999999999998,0.15,0.35000000000000003,0.4,0.3,-0.6000000000000001,-0.2
2022-11-12 West Ham-Leicester City,Leicester City,West Ham,2022-11-12,15:00:00,Matchweek 16,Sat,Home,L,0,2,0,1,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.1499999999999999,0.25,0.04999999999999993,-0.15000000000000002,0.30000000000000004,-0.24999999999999994,-0.09999999999999998,0.04999999999999999,-0.4,-0.7,-0.35000000000000003,0.45000000000000007,-0.15000000000000002,0.75,0.04999999999999999,-0.65,0.15000000000000002
2023-05-28 West Ham-Leicester City,Leicester City,West Ham,2023-05-28,16:30:00,Matchweek 38,Sun,Away,L,1,2,0,0,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,-0.1499999999999999,0.25,0.04999999999999993,-0.15000000000000002,0.30000000000000004,-0.24999999999999994,-0.09999999999999998,0.04999999999999999,-0.4,-0.7,-0.35000000000000003,0.45000000000000007,-0.15000000000000002,0.75,0.04999999999999999,-0.65,0.15000000000000002
2022-10-23 Wolves-Leicester City,Leicester City,Wolves,2022-10-23,14:00:00,Matchweek 13,Sun,Home,L,0,4,0,1,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.30000000000000004,0.15000000000000002,-0.55,-0.7,-0.04999999999999999,-0.1499999999999999,-0.3,-0.04999999999999999,-0.35000000000000003,-0.55,-0.45000000000000007,0.04999999999999999,0.49999999999999994,0.7,-0.15000000000000002,-0.15000000000000002,-0.15000000000000002
2023-04-22 Wolves-Leicester City,Leicester City,Wolves,2023-04-22,15:00:00,Matchweek 32,Sat,Away,L,1,2,0,0,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.30000000000000004,0.15000000000000002,-0.55,-0.7,-0.04999999999999999,-0.1499999999999999,-0.3,-0.04999999999999999,-0.35000000000000003,-0.55,-0.45000000000000007,0.04999999999999999,0.49999999999999994,0.7,-0.15000000000000002,-0.15000000000000002,-0.15000000000000002
2022-10-09 Arsenal-Liverpool,Liverpool,Arsenal,2022-10-09,16:30:00,Matchweek 10,Sun,Home,W,3,2,1,1,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.09999999999999998,-0.20000000000000007,-0.17499999999999993,-0.35,-0.09999999999999998,-0.29999999999999993,-0.09999999999999998,0.15,-0.4,-0.09999999999999998,-0.050000000000000044,-0.15000000000000002,0.15,-0.19999999999999998,0.85,-0.2,-0.9
2023-04-09 Arsenal-Liverpool,Liverpool,Arsenal,2023-04-09,16:30:00,Matchweek 30,Sun,Away,D,2,2,0,0,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.09999999999999998,-0.20000000000000007,-0.17499999999999993,-0.35,-0.09999999999999998,-0.29999999999999993,-0.09999999999999998,0.15,-0.4,-0.09999999999999998,-0.050000000000000044,-0.15000000000000002,0.15,-0.19999999999999998,0.85,-0.2,-0.9
2022-12-26 Aston Villa-Liverpool,Liverpool,Aston Villa,2022-12-26,17:30:00,Matchweek 17,Mon,Home,L,1,3,0,1,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.5499999999999999,-0.30000000000000004,-0.625,0.050000000000000044,-0.49999999999999994,-0.6,0.20000000000000007,0.6,-0.44999999999999996,-0.35,-0.19999999999999996,-0.19999999999999996,0.6,0.25,0.5,-0.050000000000000044,-0.85
2023-05-20 Aston Villa-Liverpool,Liverpool,Aston Villa,2023-05-20,15:00:00,Matchweek 37,Sat,Away,D,1,1,0,0,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.5499999999999999,-0.30000000000000004,-0.625,0.050000000000000044,-0.49999999999999994,-0.6,0.20000000000000007,0.6,-0.44999999999999996,-0.35,-0.19999999999999996,-0.19999999999999996,0.6,0.25,0.5,-0.050000000000000044,-0.85
2022-08-27 Bournemouth-Liverpool,Liverpool,Bournemouth,2022-08-27,15:00:00,Matchweek 4,Sat,Away,L,0,9,0,0,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.6,-0.7,-0.825,-0.17500000000000004,-0.85,-0.7999999999999999,0.15000000000000002,0.75,-0.95,-0.44999999999999996,-0.45,-0.7999999999999999,0.75,0.55,-0.09999999999999999,0.29999999999999993,-0.85
2023-05-06 Brentford-Liverpool,Liverpool,Brentford,2023-05-06,17:30:00,Matchweek 35,Sat,Away,L,0,1,0,0,0.45,0.65,0.5,0.475,0.1,0.3,0.95,0.7,0.5,0.75,0.25,0.6,0.05,0.25,0.9,0.5,0.55,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.49999999999999994,-0.25,-0.475,-0.275,-0.85,-0.6499999999999999,0.6,0.5499999999999999,-0.5,-0.19999999999999996,-0.5,-0.25,-0.05,-0.09999999999999998,0.75,0.09999999999999998,-0.44999999999999996
2022-10-01 Brighton-Liverpool,Liverpool,Brighton,2022-10-01,15:00:00,Matchweek 9,Sat,Away,D,3,3,0,0,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.1499999999999999,-0.15000000000000002,-0.42499999999999993,-0.55,-0.35,-0.09999999999999998,0.4,0.1,-0.19999999999999996,-0.7,-0.15000000000000002,-0.39999999999999997,0.1,-0.14999999999999997,0.25,-0.25,-0.30000000000000004
2023-01-14 Brighton-Liverpool,Liverpool,Brighton,2023-01-14,15:00:00,Matchweek 20,Sat,Home,W,3,0,1,1,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.1499999999999999,-0.15000000000000002,-0.42499999999999993,-0.55,-0.35,-0.09999999999999998,0.4,0.1,-0.19999999999999996,-0.7,-0.15000000000000002,-0.39999999999999997,0.1,-0.14999999999999997,0.25,-0.25,-0.30000000000000004
2023-01-21 Chelsea-Liverpool,Liverpool,Chelsea,2023-01-21,12:30:00,Matchweek 21,Sat,Away,D,0,0,0,0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.29999999999999993,0.04999999999999993,-0.07499999999999996,0.19999999999999996,-0.04999999999999993,-0.04999999999999993,-0.14999999999999997,-0.04999999999999999,-0.09999999999999998,-0.1499999999999999,0.19999999999999996,-0.5,0.30000000000000004,-0.24999999999999997,0.5499999999999999,0.19999999999999996,-0.050000000000000044
2023-04-04 Chelsea-Liverpool,Liverpool,Chelsea,2023-04-04,20:00:00,Matchweek 8,Tue,Home,D,0,0,0,1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.29999999999999993,0.04999999999999993,-0.07499999999999996,0.19999999999999996,-0.04999999999999993,-0.04999999999999993,-0.14999999999999997,-0.04999999999999999,-0.09999999999999998,-0.1499999999999999,0.19999999999999996,-0.5,0.30000000000000004,-0.24999999999999997,0.5499999999999999,0.19999999999999996,-0.050000000000000044
2022-08-15 Crystal Palace-Liverpool,Liverpool,Crystal Palace,2022-08-15,20:00:00,Matchweek 2,Mon,Away,D,1,1,0,0,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.6,-0.09999999999999998,-0.375,-0.050000000000000044,-0.7999999999999999,-0.35,0.35,0.44999999999999996,-0.30000000000000004,-0.3999999999999999,-0.25,-0.7999999999999999,0.5,0.20000000000000007,0.7999999999999999,0.29999999999999993,-0.25
2023-02-25 Crystal Palace-Liverpool,Liverpool,Crystal Palace,2023-02-25,19:45:00,Matchweek 25,Sat,Home,D,0,0,0,1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.6,-0.09999999999999998,-0.375,-0.050000000000000044,-0.7999999999999999,-0.35,0.35,0.44999999999999996,-0.30000000000000004,-0.3999999999999999,-0.25,-0.7999999999999999,0.5,0.20000000000000007,0.7999999999999999,0.29999999999999993,-0.25
2022-09-03 Everton-Liverpool,Liverpool,Everton,2022-09-03,12:30:00,Matchweek 6,Sat,Home,D,0,0,0,1,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.7,-0.45,-0.675,-0.19999999999999996,-0.3999999999999999,-0.7999999999999999,0.45000000000000007,0.7,-0.85,-0.7999999999999999,-0.55,0.15000000000000002,0.4,0.6,0.4,0.5499999999999999,-0.75
2023-02-13 Everton-Liverpool,Liverpool,Everton,2023-02-13,20:00:00,Matchweek 23,Mon,Away,L,0,2,0,0,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,-0.7,-0.45,-0.675,-0.19999999999999996,-0.3999999999999999,-0.7999999999999999,0.45000000000000007,0.7,-0.85,-0.7999999999999999,-0.55,0.15000000000000002,0.4,0.6,0.4,0.5499999999999999,-0.75
